u10, v10, wind_speed, ssr, t2m, modis_time_diff_min, red, nir, red_over_nir, ndvi
-3.50,-5.16,6.24,570493.44,288.69,nan,nan,nan,nan,nan
-3.50,-5.16,6.24,570493.44,288.69,nan,nan,nan,nan,nan
-3.50,-5.16,6.24,570493.44,288.69,nan,nan,nan,nan,nan
-3.50,-5.16,6.24,570493.44,288.69,nan,nan,nan,nan,nan
-3.50,-5.16,6.24,570493.44,288.69,nan,nan,nan,nan,nan
-1.94,4.43,4.84,1648716.80,301.20,nan,nan,nan,nan,nan
-4.67,1.81,5.00,286924.80,296.80,nan,nan,nan,nan,nan
-4.67,1.81,5.00,286924.80,296.80,nan,nan,nan,nan,nan
-4.67,1.81,5.00,286924.80,296.80,nan,nan,nan,nan,nan
-4.67,1.81,5.00,286924.80,296.80,nan,nan,nan,nan,nan
-4.67,1.81,5.00,286924.80,296.80,nan,nan,nan,nan,nan
-4.67,1.81,5.00,286924.80,296.80,nan,nan,nan,nan,nan
-4.88,2.48,5.47,601817.60,298.13,nan,nan,nan,nan,nan
-4.88,2.48,5.47,601817.60,298.13,nan,nan,nan,nan,nan
-4.88,2.48,5.47,601817.60,298.13,nan,nan,nan,nan,nan
-4.88,2.48,5.47,601817.60,298.13,nan,nan,nan,nan,nan
-5.25,3.89,6.54,1267312.64,298.31,nan,nan,nan,nan,nan
-5.25,3.89,6.54,1267312.64,298.31,nan,nan,nan,nan,nan
-5.25,3.89,6.54,1267312.64,298.31,nan,nan,nan,nan,nan
-1.22,-0.23,1.24,1638650.88,291.45,nan,nan,nan,nan,nan
-0.64,2.58,2.66,1320486.40,299.67,nan,nan,nan,nan,nan
-0.64,2.58,2.66,1320486.40,299.67,nan,nan,nan,nan,nan
-0.64,2.58,2.66,1320486.40,299.67,nan,nan,nan,nan,nan
-0.64,2.58,2.66,1320486.40,299.67,nan,nan,nan,nan,nan
-2.38,0.53,2.44,2128473.60,298.84,nan,nan,nan,nan,nan
-2.34,1.17,2.61,2009817.60,299.74,nan,nan,nan,nan,nan
-2.86,3.22,4.31,1321738.24,297.12,nan,nan,nan,nan,nan
-3.35,-1.41,3.63,1779507.20,290.85,nan,nan,nan,nan,nan
-2.60,2.21,3.42,1406630.40,283.50,nan,nan,nan,nan,nan
-2.60,2.21,3.42,1406630.40,283.50,nan,nan,nan,nan,nan
2.12,1.37,2.52,1256243.20,290.42,nan,nan,nan,nan,nan
2.12,1.37,2.52,1256243.20,290.42,nan,nan,nan,nan,nan
2.12,1.37,2.52,1256243.20,290.42,nan,nan,nan,nan,nan
2.12,1.37,2.52,1256243.20,290.42,nan,nan,nan,nan,nan
2.12,1.37,2.52,1256243.20,290.42,nan,nan,nan,nan,nan
2.12,1.37,2.52,1256243.20,290.42,nan,nan,nan,nan,nan
2.12,1.37,2.52,1256243.20,290.42,nan,nan,nan,nan,nan
2.12,1.37,2.52,1256243.20,290.42,nan,nan,nan,nan,nan
-0.70,-2.49,2.59,1130429.44,281.45,nan,nan,nan,nan,nan
2.86,-5.08,5.83,795420.16,281.28,nan,nan,nan,nan,nan
-0.86,-1.66,1.87,1259456.00,280.63,nan,nan,nan,nan,nan
-0.86,-1.66,1.87,1259456.00,280.63,nan,nan,nan,nan,nan
-0.86,-1.66,1.87,1259456.00,280.63,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
7.12,4.23,8.28,121062.40,284.80,nan,nan,nan,nan,nan
7.12,4.23,8.28,121062.40,284.80,nan,nan,nan,nan,nan
7.12,4.23,8.28,121062.40,284.80,nan,nan,nan,nan,nan
7.12,4.23,8.28,121062.40,284.80,nan,nan,nan,nan,nan
7.12,4.23,8.28,121062.40,284.80,nan,nan,nan,nan,nan
7.12,4.23,8.28,121062.40,284.80,nan,nan,nan,nan,nan
7.12,4.23,8.28,121062.40,284.80,nan,nan,nan,nan,nan
7.12,4.23,8.28,121062.40,284.80,nan,nan,nan,nan,nan
7.12,4.23,8.28,121062.40,284.80,nan,nan,nan,nan,nan
8.15,4.73,9.42,130508.80,285.40,nan,nan,nan,nan,nan
8.15,4.73,9.42,130508.80,285.40,nan,nan,nan,nan,nan
8.15,4.73,9.42,130508.80,285.40,nan,nan,nan,nan,nan
5.10,4.51,6.81,102609.92,286.07,nan,nan,nan,nan,nan
5.23,4.96,7.21,107392.00,286.92,nan,nan,nan,nan,nan
5.55,4.20,6.95,103362.56,284.92,nan,nan,nan,nan,nan
7.12,4.23,8.28,121062.40,284.80,nan,nan,nan,nan,nan
5.10,4.51,6.81,102609.92,286.07,nan,nan,nan,nan,nan
5.65,4.22,7.05,109670.40,285.09,nan,nan,nan,nan,nan
5.55,4.20,6.95,103362.56,284.92,nan,nan,nan,nan,nan
5.55,4.20,6.95,103362.56,284.92,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
5.54,4.46,7.11,109455.36,285.73,nan,nan,nan,nan,nan
5.54,4.46,7.11,109455.36,285.73,nan,nan,nan,nan,nan
5.54,4.46,7.11,109455.36,285.73,nan,nan,nan,nan,nan
5.23,4.96,7.21,107392.00,286.92,nan,nan,nan,nan,nan
6.39,4.19,7.64,117504.00,284.68,nan,nan,nan,nan,nan
5.55,4.20,6.95,103362.56,284.92,nan,nan,nan,nan,nan
5.65,4.22,7.05,109670.40,285.09,nan,nan,nan,nan,nan
5.10,4.51,6.81,102609.92,286.07,nan,nan,nan,nan,nan
7.12,4.23,8.28,121062.40,284.80,nan,nan,nan,nan,nan
7.12,4.23,8.28,121062.40,284.80,nan,nan,nan,nan,nan
7.12,4.23,8.28,121062.40,284.80,nan,nan,nan,nan,nan
7.12,4.23,8.28,121062.40,284.80,nan,nan,nan,nan,nan
7.12,4.23,8.28,121062.40,284.80,nan,nan,nan,nan,nan
7.12,4.23,8.28,121062.40,284.80,nan,nan,nan,nan,nan
7.12,4.23,8.28,121062.40,284.80,nan,nan,nan,nan,nan
8.15,4.73,9.42,130508.80,285.40,nan,nan,nan,nan,nan
8.15,4.73,9.42,130508.80,285.40,nan,nan,nan,nan,nan
5.23,4.96,7.21,107392.00,286.92,nan,nan,nan,nan,nan
5.23,4.96,7.21,107392.00,286.92,nan,nan,nan,nan,nan
5.23,4.96,7.21,107392.00,286.92,nan,nan,nan,nan,nan
5.23,4.96,7.21,107392.00,286.92,nan,nan,nan,nan,nan
4.96,5.24,7.21,103910.40,287.36,nan,nan,nan,nan,nan
4.96,5.24,7.21,103910.40,287.36,nan,nan,nan,nan,nan
4.96,5.24,7.21,103910.40,287.36,nan,nan,nan,nan,nan
7.12,4.23,8.28,121062.40,284.80,nan,nan,nan,nan,nan
5.23,4.96,7.21,107392.00,286.92,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
5.10,4.51,6.81,102609.92,286.07,nan,nan,nan,nan,nan
5.10,4.51,6.81,102609.92,286.07,nan,nan,nan,nan,nan
5.10,4.51,6.81,102609.92,286.07,nan,nan,nan,nan,nan
5.10,4.51,6.81,102609.92,286.07,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
5.55,4.20,6.95,103362.56,284.92,nan,nan,nan,nan,nan
5.55,4.20,6.95,103362.56,284.92,nan,nan,nan,nan,nan
5.55,4.20,6.95,103362.56,284.92,nan,nan,nan,nan,nan
5.55,4.20,6.95,103362.56,284.92,nan,nan,nan,nan,nan
5.55,4.20,6.95,103362.56,284.92,nan,nan,nan,nan,nan
5.23,4.96,7.21,107392.00,286.92,nan,nan,nan,nan,nan
5.54,4.46,7.11,109455.36,285.73,nan,nan,nan,nan,nan
5.54,4.46,7.11,109455.36,285.73,nan,nan,nan,nan,nan
5.54,4.46,7.11,109455.36,285.73,nan,nan,nan,nan,nan
5.55,4.20,6.95,103362.56,284.92,nan,nan,nan,nan,nan
5.65,4.22,7.05,109670.40,285.09,nan,nan,nan,nan,nan
5.65,4.22,7.05,109670.40,285.09,nan,nan,nan,nan,nan
5.65,4.22,7.05,109670.40,285.09,nan,nan,nan,nan,nan
5.10,4.51,6.81,102609.92,286.07,nan,nan,nan,nan,nan
5.55,4.20,6.95,103362.56,284.92,nan,nan,nan,nan,nan
5.55,4.20,6.95,103362.56,284.92,nan,nan,nan,nan,nan
5.55,4.20,6.95,103362.56,284.92,nan,nan,nan,nan,nan
7.12,4.23,8.28,121062.40,284.80,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
7.12,4.23,8.28,121062.40,284.80,nan,nan,nan,nan,nan
7.12,4.23,8.28,121062.40,284.80,nan,nan,nan,nan,nan
7.12,4.23,8.28,121062.40,284.80,nan,nan,nan,nan,nan
7.12,4.23,8.28,121062.40,284.80,nan,nan,nan,nan,nan
7.12,4.23,8.28,121062.40,284.80,nan,nan,nan,nan,nan
7.12,4.23,8.28,121062.40,284.80,nan,nan,nan,nan,nan
7.12,4.23,8.28,121062.40,284.80,nan,nan,nan,nan,nan
8.15,4.73,9.42,130508.80,285.40,nan,nan,nan,nan,nan
8.15,4.73,9.42,130508.80,285.40,nan,nan,nan,nan,nan
8.15,4.73,9.42,130508.80,285.40,nan,nan,nan,nan,nan
5.10,4.51,6.81,102609.92,286.07,nan,nan,nan,nan,nan
5.23,4.96,7.21,107392.00,286.92,nan,nan,nan,nan,nan
5.23,4.96,7.21,107392.00,286.92,nan,nan,nan,nan,nan
5.23,4.96,7.21,107392.00,286.92,nan,nan,nan,nan,nan
4.96,5.24,7.21,103910.40,287.36,nan,nan,nan,nan,nan
4.96,5.24,7.21,103910.40,287.36,nan,nan,nan,nan,nan
4.96,5.24,7.21,103910.40,287.36,nan,nan,nan,nan,nan
4.96,5.24,7.21,103910.40,287.36,nan,nan,nan,nan,nan
5.54,4.46,7.11,109455.36,285.73,nan,nan,nan,nan,nan
5.54,4.46,7.11,109455.36,285.73,nan,nan,nan,nan,nan
5.54,4.46,7.11,109455.36,285.73,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
5.55,4.20,6.95,103362.56,284.92,nan,nan,nan,nan,nan
5.23,4.96,7.21,107392.00,286.92,nan,nan,nan,nan,nan
5.10,4.51,6.81,102609.92,286.07,nan,nan,nan,nan,nan
5.10,4.51,6.81,102609.92,286.07,nan,nan,nan,nan,nan
5.10,4.51,6.81,102609.92,286.07,nan,nan,nan,nan,nan
5.10,4.51,6.81,102609.92,286.07,nan,nan,nan,nan,nan
5.10,4.51,6.81,102609.92,286.07,nan,nan,nan,nan,nan
5.23,4.96,7.21,107392.00,286.92,nan,nan,nan,nan,nan
5.23,4.96,7.21,107392.00,286.92,nan,nan,nan,nan,nan
4.96,5.24,7.21,103910.40,287.36,nan,nan,nan,nan,nan
6.39,4.19,7.64,117504.00,284.68,nan,nan,nan,nan,nan
6.39,4.19,7.64,117504.00,284.68,nan,nan,nan,nan,nan
6.39,4.19,7.64,117504.00,284.68,nan,nan,nan,nan,nan
7.12,4.23,8.28,121062.40,284.80,nan,nan,nan,nan,nan
7.12,4.23,8.28,121062.40,284.80,nan,nan,nan,nan,nan
7.12,4.23,8.28,121062.40,284.80,nan,nan,nan,nan,nan
7.12,4.23,8.28,121062.40,284.80,nan,nan,nan,nan,nan
7.12,4.23,8.28,121062.40,284.80,nan,nan,nan,nan,nan
8.15,4.73,9.42,130508.80,285.40,nan,nan,nan,nan,nan
8.15,4.73,9.42,130508.80,285.40,nan,nan,nan,nan,nan
8.15,4.73,9.42,130508.80,285.40,nan,nan,nan,nan,nan
5.55,4.20,6.95,103362.56,284.92,nan,nan,nan,nan,nan
5.55,4.20,6.95,103362.56,284.92,nan,nan,nan,nan,nan
5.55,4.20,6.95,103362.56,284.92,nan,nan,nan,nan,nan
5.55,4.20,6.95,103362.56,284.92,nan,nan,nan,nan,nan
5.10,4.51,6.81,102609.92,286.07,nan,nan,nan,nan,nan
5.65,4.22,7.05,109670.40,285.09,nan,nan,nan,nan,nan
5.55,4.20,6.95,103362.56,284.92,nan,nan,nan,nan,nan
5.55,4.20,6.95,103362.56,284.92,nan,nan,nan,nan,nan
5.55,4.20,6.95,103362.56,284.92,nan,nan,nan,nan,nan
7.12,4.23,8.28,121062.40,284.80,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
5.23,4.96,7.21,107392.00,286.92,nan,nan,nan,nan,nan
5.55,4.20,6.95,103362.56,284.92,nan,nan,nan,nan,nan
5.55,4.20,6.95,103362.56,284.92,nan,nan,nan,nan,nan
5.55,4.20,6.95,103362.56,284.92,nan,nan,nan,nan,nan
5.55,4.20,6.95,103362.56,284.92,nan,nan,nan,nan,nan
5.55,4.20,6.95,103362.56,284.92,nan,nan,nan,nan,nan
5.65,4.22,7.05,109670.40,285.09,nan,nan,nan,nan,nan
4.96,5.24,7.21,103910.40,287.36,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
7.12,4.23,8.28,121062.40,284.80,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
5.55,4.20,6.95,103362.56,284.92,nan,nan,nan,nan,nan
5.10,4.51,6.81,102609.92,286.07,nan,nan,nan,nan,nan
5.10,4.51,6.81,102609.92,286.07,nan,nan,nan,nan,nan
5.10,4.51,6.81,102609.92,286.07,nan,nan,nan,nan,nan
5.10,4.51,6.81,102609.92,286.07,nan,nan,nan,nan,nan
5.10,4.51,6.81,102609.92,286.07,nan,nan,nan,nan,nan
5.54,4.46,7.11,109455.36,285.73,nan,nan,nan,nan,nan
5.54,4.46,7.11,109455.36,285.73,nan,nan,nan,nan,nan
5.10,4.51,6.81,102609.92,286.07,nan,nan,nan,nan,nan
5.23,4.96,7.21,107392.00,286.92,nan,nan,nan,nan,nan
5.23,4.96,7.21,107392.00,286.92,nan,nan,nan,nan,nan
5.23,4.96,7.21,107392.00,286.92,nan,nan,nan,nan,nan
4.96,5.24,7.21,103910.40,287.36,nan,nan,nan,nan,nan
4.96,5.24,7.21,103910.40,287.36,nan,nan,nan,nan,nan
4.96,5.24,7.21,103910.40,287.36,nan,nan,nan,nan,nan
7.12,4.23,8.28,121062.40,284.80,nan,nan,nan,nan,nan
7.12,4.23,8.28,121062.40,284.80,nan,nan,nan,nan,nan
7.12,4.23,8.28,121062.40,284.80,nan,nan,nan,nan,nan
7.12,4.23,8.28,121062.40,284.80,nan,nan,nan,nan,nan
7.12,4.23,8.28,121062.40,284.80,nan,nan,nan,nan,nan
7.12,4.23,8.28,121062.40,284.80,nan,nan,nan,nan,nan
7.12,4.23,8.28,121062.40,284.80,nan,nan,nan,nan,nan
8.15,4.73,9.42,130508.80,285.40,nan,nan,nan,nan,nan
8.15,4.73,9.42,130508.80,285.40,nan,nan,nan,nan,nan
5.23,4.96,7.21,107392.00,286.92,nan,nan,nan,nan,nan
5.55,4.20,6.95,103362.56,284.92,nan,nan,nan,nan,nan
5.55,4.20,6.95,103362.56,284.92,nan,nan,nan,nan,nan
5.55,4.20,6.95,103362.56,284.92,nan,nan,nan,nan,nan
5.55,4.20,6.95,103362.56,284.92,nan,nan,nan,nan,nan
5.55,4.20,6.95,103362.56,284.92,nan,nan,nan,nan,nan
5.65,4.22,7.05,109670.40,285.09,nan,nan,nan,nan,nan
6.39,4.19,7.64,117504.00,284.68,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
5.55,4.20,6.95,103362.56,284.92,nan,nan,nan,nan,nan
7.12,4.23,8.28,121062.40,284.80,nan,nan,nan,nan,nan
5.65,4.22,7.05,109670.40,285.09,nan,nan,nan,nan,nan
5.65,4.22,7.05,109670.40,285.09,nan,nan,nan,nan,nan
5.65,4.22,7.05,109670.40,285.09,nan,nan,nan,nan,nan
7.12,4.23,8.28,121062.40,284.80,nan,nan,nan,nan,nan
7.12,4.23,8.28,121062.40,284.80,nan,nan,nan,nan,nan
7.12,4.23,8.28,121062.40,284.80,nan,nan,nan,nan,nan
7.12,4.23,8.28,121062.40,284.80,nan,nan,nan,nan,nan
7.12,4.23,8.28,121062.40,284.80,nan,nan,nan,nan,nan
8.15,4.73,9.42,130508.80,285.40,nan,nan,nan,nan,nan
8.15,4.73,9.42,130508.80,285.40,nan,nan,nan,nan,nan
8.15,4.73,9.42,130508.80,285.40,nan,nan,nan,nan,nan
5.55,4.20,6.95,103362.56,284.92,nan,nan,nan,nan,nan
5.10,4.51,6.81,102609.92,286.07,nan,nan,nan,nan,nan
5.10,4.51,6.81,102609.92,286.07,nan,nan,nan,nan,nan
5.10,4.51,6.81,102609.92,286.07,nan,nan,nan,nan,nan
5.10,4.51,6.81,102609.92,286.07,nan,nan,nan,nan,nan
5.10,4.51,6.81,102609.92,286.07,nan,nan,nan,nan,nan
5.10,4.51,6.81,102609.92,286.07,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
5.10,4.51,6.81,102609.92,286.07,nan,nan,nan,nan,nan
5.55,4.20,6.95,103362.56,284.92,nan,nan,nan,nan,nan
5.55,4.20,6.95,103362.56,284.92,nan,nan,nan,nan,nan
5.55,4.20,6.95,103362.56,284.92,nan,nan,nan,nan,nan
5.55,4.20,6.95,103362.56,284.92,nan,nan,nan,nan,nan
5.54,4.46,7.11,109455.36,285.73,nan,nan,nan,nan,nan
5.54,4.46,7.11,109455.36,285.73,nan,nan,nan,nan,nan
5.54,4.46,7.11,109455.36,285.73,nan,nan,nan,nan,nan
5.55,4.20,6.95,103362.56,284.92,nan,nan,nan,nan,nan
5.65,4.22,7.05,109670.40,285.09,nan,nan,nan,nan,nan
7.12,4.23,8.28,121062.40,284.80,nan,nan,nan,nan,nan
7.12,4.23,8.28,121062.40,284.80,nan,nan,nan,nan,nan
7.12,4.23,8.28,121062.40,284.80,nan,nan,nan,nan,nan
7.12,4.23,8.28,121062.40,284.80,nan,nan,nan,nan,nan
7.12,4.23,8.28,121062.40,284.80,nan,nan,nan,nan,nan
8.15,4.73,9.42,130508.80,285.40,nan,nan,nan,nan,nan
8.15,4.73,9.42,130508.80,285.40,nan,nan,nan,nan,nan
7.12,4.23,8.28,121062.40,284.80,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
5.55,4.20,6.95,103362.56,284.92,nan,nan,nan,nan,nan
5.55,4.20,6.95,103362.56,284.92,nan,nan,nan,nan,nan
5.55,4.20,6.95,103362.56,284.92,nan,nan,nan,nan,nan
5.55,4.20,6.95,103362.56,284.92,nan,nan,nan,nan,nan
5.55,4.20,6.95,103362.56,284.92,nan,nan,nan,nan,nan
5.55,4.20,6.95,103362.56,284.92,nan,nan,nan,nan,nan
5.55,4.20,6.95,103362.56,284.92,nan,nan,nan,nan,nan
5.10,4.51,6.81,102609.92,286.07,nan,nan,nan,nan,nan
5.10,4.51,6.81,102609.92,286.07,nan,nan,nan,nan,nan
5.10,4.51,6.81,102609.92,286.07,nan,nan,nan,nan,nan
5.10,4.51,6.81,102609.92,286.07,nan,nan,nan,nan,nan
5.10,4.51,6.81,102609.92,286.07,nan,nan,nan,nan,nan
5.10,4.51,6.81,102609.92,286.07,nan,nan,nan,nan,nan
5.10,4.51,6.81,102609.92,286.07,nan,nan,nan,nan,nan
5.55,4.20,6.95,103362.56,284.92,nan,nan,nan,nan,nan
5.65,4.22,7.05,109670.40,285.09,nan,nan,nan,nan,nan
7.12,4.23,8.28,121062.40,284.80,nan,nan,nan,nan,nan
5.55,4.20,6.95,103362.56,284.92,nan,nan,nan,nan,nan
6.39,4.19,7.64,117504.00,284.68,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
7.12,4.23,8.28,121062.40,284.80,nan,nan,nan,nan,nan
5.55,4.20,6.95,103362.56,284.92,nan,nan,nan,nan,nan
5.55,4.20,6.95,103362.56,284.92,nan,nan,nan,nan,nan
5.55,4.20,6.95,103362.56,284.92,nan,nan,nan,nan,nan
5.55,4.20,6.95,103362.56,284.92,nan,nan,nan,nan,nan
5.55,4.20,6.95,103362.56,284.92,nan,nan,nan,nan,nan
5.55,4.20,6.95,103362.56,284.92,nan,nan,nan,nan,nan
7.12,4.23,8.28,121062.40,284.80,nan,nan,nan,nan,nan
7.12,4.23,8.28,121062.40,284.80,nan,nan,nan,nan,nan
7.12,4.23,8.28,121062.40,284.80,nan,nan,nan,nan,nan
7.12,4.23,8.28,121062.40,284.80,nan,nan,nan,nan,nan
7.12,4.23,8.28,121062.40,284.80,nan,nan,nan,nan,nan
7.12,4.23,8.28,121062.40,284.80,nan,nan,nan,nan,nan
8.15,4.73,9.42,130508.80,285.40,nan,nan,nan,nan,nan
8.15,4.73,9.42,130508.80,285.40,nan,nan,nan,nan,nan
8.15,4.73,9.42,130508.80,285.40,nan,nan,nan,nan,nan
7.34,4.64,8.68,125107.20,285.36,nan,nan,nan,nan,nan
4.59,4.94,6.74,98199.04,287.28,nan,nan,nan,nan,nan
5.55,4.20,6.95,103362.56,284.92,nan,nan,nan,nan,nan
5.55,4.20,6.95,103362.56,284.92,nan,nan,nan,nan,nan
5.55,4.20,6.95,103362.56,284.92,nan,nan,nan,nan,nan
5.55,4.20,6.95,103362.56,284.92,nan,nan,nan,nan,nan
5.55,4.20,6.95,103362.56,284.92,nan,nan,nan,nan,nan
5.55,4.20,6.95,103362.56,284.92,nan,nan,nan,nan,nan
5.55,4.20,6.95,103362.56,284.92,nan,nan,nan,nan,nan
5.55,4.20,6.95,103362.56,284.92,nan,nan,nan,nan,nan
5.55,4.20,6.95,103362.56,284.92,nan,nan,nan,nan,nan
5.10,4.51,6.81,102609.92,286.07,nan,nan,nan,nan,nan
5.65,4.22,7.05,109670.40,285.09,nan,nan,nan,nan,nan
5.10,4.51,6.81,102609.92,286.07,nan,nan,nan,nan,nan
5.10,4.51,6.81,102609.92,286.07,nan,nan,nan,nan,nan
5.10,4.51,6.81,102609.92,286.07,nan,nan,nan,nan,nan
5.10,4.51,6.81,102609.92,286.07,nan,nan,nan,nan,nan
5.10,4.51,6.81,102609.92,286.07,nan,nan,nan,nan,nan
5.54,4.46,7.11,109455.36,285.73,nan,nan,nan,nan,nan
5.55,4.20,6.95,103362.56,284.92,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
5.23,4.96,7.21,107392.00,286.92,nan,nan,nan,nan,nan
5.23,4.96,7.21,107392.00,286.92,nan,nan,nan,nan,nan
5.23,4.96,7.21,107392.00,286.92,nan,nan,nan,nan,nan
4.96,5.24,7.21,103910.40,287.36,nan,nan,nan,nan,nan
7.12,4.23,8.28,121062.40,284.80,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
6.02,4.21,7.35,113587.20,284.89,nan,nan,nan,nan,nan
5.55,4.20,6.95,103362.56,284.92,nan,nan,nan,nan,nan
7.12,4.23,8.28,121062.40,284.80,nan,nan,nan,nan,nan
7.12,4.23,8.28,121062.40,284.80,nan,nan,nan,nan,nan
7.12,4.23,8.28,121062.40,284.80,nan,nan,nan,nan,nan
7.12,4.23,8.28,121062.40,284.80,nan,nan,nan,nan,nan
7.12,4.23,8.28,121062.40,284.80,nan,nan,nan,nan,nan
7.12,4.23,8.28,121062.40,284.80,nan,nan,nan,nan,nan
7.12,4.23,8.28,121062.40,284.80,nan,nan,nan,nan,nan
